PERIOD,DECLARANT,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2014-12,CY,"407,16","210,80","22,57",:,"751,25","768,30",:,:,"3.434,76","0,78",:,"9,71",:,:,:,"126,24",:,:,"105,30",:,"41,81","18,26",:,:,:,"254,71","0,37","459,87"
2014-12,CZ,"9.863,80","2,03","39,44","1,98",:,"8.947,78","101,01","2,94","83,11","51,15","52,72","352,26",:,"275,80","57.517,64","2.894,29","71,87",:,"537,20","936,44","16.299,10","7.255,93","0,13","21,50","2.440,52","74,12","30.436,78","5.534,59"
2014-12,DE,"15.966,42","576,51","1.691,03","1.388,68","126.136,33",:,"12.929,38","1.318,48","4,48","1.423,12","862,11","7.795,31",:,"561,16","87,93","6.147,40","2.854,71","9.311,57","2.388,66","130,49","170.717,44","64.165,91","1.599,67","9.364,23","1.487,45","2.412,37","18.896,02","27.993,47"
2014-12,DK,"3,00","9,97","0,90",:,"83,99","8.383,97",:,"0,31","0,30","37,32","277,02","37,51",:,"7,01","492,71","115,76",:,"490,06","53,83",:,"17.096,69","920,70","0,30","171,26","78.090,26",:,"323,07","90,42"
2014-12,EE,"36,90",:,:,:,"358,16","399,74","0,85",:,:,"0,46","894,26","71,75",:,:,"731,74","0,16","666,45",:,"2.668,82",:,"20,65","3.857,61",:,:,"1.578,14",:,:,"117,95"
2014-12,EL,"3.365,12","5,30","6,16","544,28","1.369,09","12.407,73","2,94","18,55",:,"0,61",:,"736,42",:,:,:,"795,02",:,:,:,:,"916,74","190,17","78,70","38,68","23,90",:,"415,15","673,79"
2014-12,ES,"889,59","39,25","12,65","234,02","594,32","15.347,17","35,97",:,"23,50",:,"4,01","7.531,25",:,"65,58","36.808,46","28.632,61","86,25","8.954,33","138,63","56,80","68.971,58","1.811,12","1.675,99","61,09","1.189,05","123,66","39,72","3.458,84"
2014-12,FI,"19,04",:,:,:,"6,69","3.377,70","231,32","428,02",:,:,:,"1,04",:,:,"4.688,52",:,:,:,"30,54",:,"8.952,34","40,73",:,:,"33.129,34",:,:,"91,25"
2014-12,FR,"469,14","4.753,71",:,:,"643,59","27.477,74","64,66","4,59","1,94","1.182,75","98,82",:,:,"150,80","19.982,65","1.567,46",:,"77.441,74","33,33","1.120,79","137.034,77","544,40","2.244,02",:,"3.017,85",:,"105,22","8.048,02"
2014-12,HR,"6.201,10",:,:,"0,12","175,54","146,94","1,60",:,:,:,:,"124,18",:,"1.711,56",:,"16,22",:,:,:,:,"2.098,99","258,36",:,:,"737,49","3.020,64","2.277,14",:
2014-12,HU,"2.838,81",:,:,:,"2.326,42","2.512,40","20,60",:,:,:,:,"497,95",:,:,:,:,:,"1.542,09",:,:,"13.957,81","245,46",:,"33,65","2.450,19","531,90","8.009,39","29,10"
2014-12,IE,:,:,:,"21,62","1,52","2.427,30","0,58",:,:,"4,06",:,"407,47",:,:,:,"7,11","456,92",:,"888,79",:,"5.095,52","3,51","2,71",:,"2.881,23","207,69",:,"37.512,97"
2014-12,IT,"308,05","54,62","99,65","303,87","1.454,36","18.591,97","221,22","91,78",:,"1.596,62","36,65","3.975,33",:,"20,00","30.923,44",:,"13,03","7.750,88","414,65","6.894,61","173.822,18","985,19","135,80","196,39","13,25","4.454,85","142,03","1.580,08"
2014-12,LT,"24,93","67,20",:,"99,43","284,18","459,87",:,"1.097,79","0,11","0,47","1.229,47","51,56",:,:,"1.045,40","14,92",:,:,"7.496,59",:,"1.597,41","5.182,46","2,25","7,02","346,25",:,:,"1.669,56"
2014-12,LU,"232,63","6.533,35","207,25","536,10",:,"1.212,58","309,40",:,:,"2,87","70,56","849,60",:,:,"1.174,29","306,85","233,82",:,:,:,"4.569,42","199,23",:,:,"3,18",:,:,"36,01"
2014-12,LV,"568,88","279,80","17,69","3.125,55","2.092,95","1.193,38",:,"278,48","228,25","108,53","266,17",:,:,:,:,"149,03","6.423,44",:,:,:,"993,91","12.090,91",:,"252,03","744,13","270,26","233,08","621,22"
2014-12,MT,:,:,:,:,"138,22","276,53",:,:,:,"1,02",:,"164,99",:,:,:,"1.136,91","12,75","0,55",:,:,"228,76","1,14",:,"3,21",:,:,"24,64","115,28"
2014-12,NL,"391,95","21.481,95","476,90","921,28","1.684,76","9.415,71","913,91",:,:,"69,58","8,75","1.716,05",:,"18,52","22.135,95","852,67","258,13","0,71","57,52","69,09",:,"2.903,27","78,78","52,28","1.119,65","45,65","350,74","2.210,42"
2014-12,PL,"11.972,60","0,03","4,06",:,"5.027,11","46.975,91","91,05","296,83","237,51","40,31",:,"1.271,11","24,17","337,00","539,76","797,94","182,28","333,43","328,26",:,"3.541,29",:,:,"658,84","8.197,16","127,37","34.482,92","1.084,18"
2014-12,PT,"44,84",:,:,:,:,"1.737,95","3,54",:,:,"13.080,28","44,65","1.313,12",:,"61,36","3.475,98","57,80","110,09","2.438,82",:,:,"5.509,02","117,67",:,"14,77","233,78","37,38","89,21","366,74"
2014-12,RO,"6.462,93","1.790,72","104,64","0,98","4.282,22","6.383,17",:,:,"96,30","12,71","0,22","321,78",:,"578,58","5,08","257,05",:,"0,43",:,:,"13.441,63","368,84","58,03",:,:,:,"18.523,37","385,72"
2014-12,SE,:,:,:,:,"50,56","9.405,74","2.961,73",:,:,"1,47","7.965,78","283,60",:,"313,35","27.107,31","0,82",:,:,"20,68",:,"109.891,01","297,47",:,:,:,:,:,"1.486,24"
2014-12,SI,"4.276,05","0,51","70,81",:,"261,85","1.585,21",:,:,:,:,:,"3,36","1.372,91","1.196,86","2,84","1.137,54",:,:,:,:,"1.139,53","1.604,60",:,:,"629,72",:,"281,67","60,44"
2014-12,SK,"208.922,21","20,38","180,09","4.234,28","29.898,64","6.580,77","30,31",:,:,"99,84","1.321,47","34,65",:,"2.596,10","1.625,40","527,74","716,89",:,"50,77",:,"1.920,33","7.505,48","47,41","2,71","2.196,51","2.818,90",:,"1.942,77"
2014-12,UK,"1.357,52","443,61","1.180,48","1.989,34","2.458,95","9.299,01","127,49",:,"2.512,11","1.207,59","124,66","3.922,72",:,"187,32","32.685,79","1.891,00","143,10",:,"688,83","38,11","227.418,62","8.592,58","346,88","315,22","13.072,33","75,19","1.684,84",:
2015-01,AT,:,:,"1.418,76","0,88","9.481,83","20.481,16","1.505,77","130,75",:,"86,98","396,72","757,69",:,"1.011,74","126,16","182,14",:,"1,09","183,23",:,"8.274,15","9.090,02","1,34","2.147,64","1.678,53","155,95","27.703,25","1.219,02"
2015-01,BE,"35,04",:,:,:,:,"1.340,48",:,:,:,"11,21","420,73","10.761,05",:,:,"655,99","376,60",:,"1.387,27","161,48",:,"81.807,56","650,68",:,"183,69","133,59",:,"544,29","1.902,38"
2015-01,BG,"2.998,41",:,:,"363,02","81,84","1.478,59",:,:,"164,75","2,48",:,"1.699,58",:,"2.382,97","78,00",:,:,:,"990,08",:,"4.790,12","622,62",:,"10,78",:,"773,01","5.823,06","848,75"
2015-01,CY,"86,82","108,15",:,:,"323,38","377,86",:,:,"2.578,34","0,48",:,"5,43",:,:,:,"21,76",:,:,"197,88",:,:,"0,97",:,:,:,:,:,"218,82"
2015-01,CZ,"3.297,34",:,"230,82","280,08",:,"13.628,08","492,48","2,31","38,94","49,70","0,04","489,80",:,"1.214,89","32.306,24","5.309,18","130,90",:,"384,24","449,77","9.628,91","3.258,64","89,66","73,38","1.349,83","12,09","23.812,93","355,88"
2015-01,DE,"15.391,20","273,51","332,54","562,42","64.349,68",:,"13.854,89","741,50",:,"2.040,06","1.659,83","9.595,84",:,"295,48","45.146,07","6.875,98","481,96","4.421,99","1.675,33","66,31","124.881,93","55.804,97","1.325,57","6.137,79","29.815,89","741,23","18.969,86","20.200,11"
2015-01,DK,"16,53","14,08","1,30",:,"79,28","6.024,96",:,"64,03","22,17","1.228,90","11,75","14,85",:,"4,12","247,22","142,14",:,"440,96","0,44",:,"15.293,03","80,90","0,43","118,84","53.195,95",:,"658,21","200,04"
2015-01,EE,"126,73",:,"0,60",:,"131,18","1.894,20","1,09",:,:,:,"768,54","230,81",:,:,"1.674,50",:,"187,51",:,"2.788,75",:,"0,66","2.941,98",:,:,"2.622,57",:,:,"328,82"
2015-01,EL,"868,40","0,13","1,46","97,01","3.050,51","11.321,24","0,97",:,:,"0,60",:,"514,92",:,:,:,"133,70",:,"358,19",:,:,"540,32","46,56","82,36","193,47",:,:,"153,63","58,21"
2015-01,ES,"318,51","6,75","16,32","4,60","514,53","8.546,55","42,36",:,"1,40",:,"2,05","5.665,33",:,"4,43","54.597,14","12.739,07","71,48","2.416,92","81,00",:,"77.890,79","475,67","543,58","0,02","508,52",:,"22,47","4.207,10"
2015-01,FI,"2,39",:,:,:,"14,76","590,01","59,83","37,50",:,:,:,"249,90",:,:,"6.626,55",:,"1,05",:,:,:,"9.143,49","3,31",:,:,"21.732,80",:,:,"29,44"
2015-01,FR,"101,39","3.064,51",:,"0,40","255,59","28.289,39","345,67","116,44","1,36","1.161,24","324,80",:,:,"18,20","18.255,49","728,44",:,"54.234,13","128,21","913,63","147.437,26","300,14","4.485,27","0,07","1.048,15",:,"147,26","7.029,68"
2015-01,HR,"4.283,29",:,:,"1,14","165,78","85,49","2,13",:,:,:,:,:,:,"1.662,17",:,"2,22",:,:,"4,97",:,"3.824,22","42,07",:,:,"829,33","1.473,45","5.106,66",:
2015-01,HU,"1.733,35",:,"0,02",:,"1.575,03","1.970,85","15,32",:,:,"4,76",:,"770,66",:,:,"9,57",:,:,"109,03","25,39",:,"11.771,08","289,15",:,"5,70","2.484,15","1.414,80","10.124,51","545,12"
2015-01,IE,:,"1.065,75",:,:,:,"972,00",:,"791,33",:,"3,79",:,"558,95",:,:,:,"18,44","436,88",:,"135,40",:,"5.789,83","5,53",:,:,:,:,:,"21.105,83"
2015-01,IT,"422,37","335,46","92,11",:,"921,21","15.863,41","56,99","29,85","3,94","1.014,80","30,01","2.622,23",:,:,"21.832,47",:,"361,57","4.133,53","178,05","3.937,40","101.733,71","1.481,06","256,75","68,17","2,09",:,"642,59","3.725,06"
2015-01,LT,"50,52","0,16","35,44",:,"1.204,58","579,78",:,"41,08",:,:,"526,17","1,05",:,:,"1.269,85","157,17",:,:,"8.072,57",:,"231,31","3.842,57",:,"58,00","943,78",:,:,"250,08"
2015-01,LU,"491,47","5.674,10","79,11","914,72","9,60","1.669,04","199,50",:,:,"1,16","40,16","1.241,36",:,:,"1.924,13","0,40",:,:,:,:,"7.880,32","1.167,60",:,:,:,:,:,"0,35"
2015-01,LV,"110,46","174,54","451,87","1.769,19","439,32","1.842,21","0,15","103,77","137,50","22,67","189,70","197,88",:,:,:,"282,28","8.118,89","212,76",:,:,"1.711,52","16.655,47",:,"93,95","776,26","273,89","257,77","634,75"
2015-01,MT,:,:,:,"1,88","58,40","131,16",:,:,:,:,:,"12,59",:,:,:,"507,40",:,:,:,:,"541,29","9,14",:,"2,27",:,:,"17,62","59,25"
2015-01,NL,"404,83","12.243,69","818,16","267,83","1.368,99","8.582,42","1.553,49","281,14","5,18","167,55","3,78","4.523,06","1,04","1.769,51","28.110,97","690,52","79,21","1,73","1.073,60",:,:,"3.617,47","162,97","14,28","866,84","0,01","1.071,92","2.953,70"
2015-01,PL,"19.350,61",:,"189,64",:,"7.333,56","40.897,44","90,87","303,19","426,01","139,85","3,19","3.776,77",:,"236,65","1,66","1.439,40","20,38","478,60","635,45","56,31","6.505,42",:,:,"438,07","13.520,34","0,08","65.673,39","1.660,35"
2015-01,PT,"358,78","3,01",:,:,"14,50","1.698,58","4,87",:,:,"8.086,16",:,"745,07",:,:,"3.149,86","1.122,68","238,92","651,12","150,59",:,"4.457,59","41,07",:,:,"23,17",:,"11,20","316,83"
2015-01,RO,"4.293,68","113,48","343,14","0,74","2.395,16","4.616,24","65,95",:,"36,03","15,25","2,31","577,84",:,"994,77","879,82","32,75","55,44",:,"8,10",:,"10.135,94","3.182,28","154,61",:,"220,41",:,"21.996,37","455,37"
2015-01,SE,"339,68",:,:,:,"32,51","2.936,18","1.705,46",:,"1,05",:,"1.571,44","37,69",:,"334,44","37.566,36","19,95","2,63",:,"10,68",:,"132.695,44","89,69",:,:,:,:,:,"348,61"
2015-01,SI,"4.973,68",:,:,:,"391,99","1.892,13",:,:,:,:,:,"81,96",:,"6.674,45","1,50","0,42",:,:,:,:,"5.444,61","706,46",:,:,"122,81",:,"604,51","216,77"
2015-01,SK,"238.935,29","4,28","521,40","8.303,81","24.115,99","9.694,54",:,"9,52",:,"98,71","1.266,94","50,85",:,"3.204,32","4.116,20","975,12","73,00",:,"197,67",:,"794,66","7.161,24","188,82","1,70","1.514,72","2.727,01",:,"5.369,68"
2015-01,UK,"346,54","428,40","1.819,84","882,30","1.683,99","13.737,93","205,33","447,78",:,"2.369,10","189,31","3.308,88",:,"7,98","66.243,57","1.099,81","569,48","101,66","802,37","0,20","255.167,97","13.264,38","1.701,01","64,88","3.081,25","403,85","486,19",:
2015-02,AT,:,"123,61","2.215,78","125,28","11.304,14","24.794,43","2.671,63","421,32",:,"311,97","958,93","1.169,45",:,"2.045,62","42,24","527,26","144,77","0,37","1.017,17","313,52","7.714,98","8.674,00",:,"1.704,75","1.283,00","406,67","31.615,81","805,86"
2015-02,BE,"18,61",:,:,:,"73,25","795,99",:,:,:,"32,56","66,71","6.357,58",:,:,"243,35","31,85","158,36","236,17",:,:,"92.054,79","158,38",:,"1,90","691,39",:,"1.174,21","532,57"
2015-02,BG,"2.942,98",:,:,"205,65","137,74","1.538,54",:,"4,08","1.732,76",:,:,"654,85",:,"2.279,71",:,:,:,:,"427,29",:,"3.854,80","455,41",:,"7,15",:,:,"7.110,93","160,53"
2015-02,CY,"79,63","122,83",:,:,"362,77","213,48",:,:,"1.730,26","0,65",:,"5,69",:,:,:,"96,16",:,:,"164,28","4,96","59,36","6,20",:,:,:,"91,70","5,49","46,11"
2015-02,CZ,"5.157,59","52,51",:,"3,02",:,"11.181,87","0,07","188,76","8,06","7,15",:,"263,14","42,68","1.218,14","37.647,90","2.236,56","44,66",:,"846,21","3.874,46","8.643,64","5.278,25","185,76","365,37","1.935,78","249,11","25.715,15","253,04"
2015-02,DE,"19.240,11","387,55","369,78","244,00","49.205,76",:,"10.101,39","584,81","665,38","1.143,33","2.308,27","8.778,08",:,"401,47","30.142,88","2.485,40","758,14","1.331,60","740,22","1,83","102.130,23","54.930,31","723,05","4.035,62","18.435,66","1.295,64","11.365,82","22.146,23"
2015-02,DK,"48,88","14,77","2,17","16,49","68,55","7.320,34",:,:,"33,10","16,60","7,77","36,46",:,"3,56","259,97","21,25","308,92","44,80","170,80","76,33","17.984,74","461,61",:,:,"60.290,36",:,"1.207,82","171,26"
2015-02,EE,:,:,:,:,"369,31","101,01","6,96",:,:,:,"1.065,53","69,28",:,:,"1.169,20","0,32","935,76",:,"4.078,21",:,"0,13","3.378,93",:,:,"2.250,72",:,:,"70,87"
2015-02,EL,"3.627,48",:,"3,77","285,83","1.073,68","16.655,63","6,54",:,:,"1,08",:,"602,67",:,:,:,"356,61",:,"282,41",:,:,"458,14","91,88","172,38","46,24",:,:,"132,93","352,16"
2015-02,ES,"709,76","12,21",:,"13,87","278,37","6.339,83","16,39","6,17",:,:,:,"6.050,30","0,06","4,11","39.945,25","8.402,02","138,51","2.485,89","192,39",:,"66.954,78","826,15","421,66","335,65","617,21","7,10","44,98","2.907,16"
2015-02,FI,"41,13",:,:,:,"15,75","2.332,84","84,76","134,27",:,:,:,"2,68",:,:,"6.223,04",:,"0,53",:,"43,22",:,"9.456,20","22,58",:,:,"19.676,62",:,:,"12,11"
2015-02,FR,"586,72","1.430,38","0,29","0,61","258,31","18.216,40","146,32","393,38","1,28","642,67","113,00",:,:,"0,05","18.668,55","840,42","0,20","32.618,38","168,69","713,11","103.357,14","289,19","3.328,88","412,60","1.458,30",:,"529,98","5.542,40"
2015-02,HR,"3.809,55","0,26",:,"0,00","140,00","73,66",:,:,:,:,:,:,:,"1.607,42",:,"0,94",:,:,"4,10",:,"2.092,45","12,83",:,:,"23,87","942,90","3.594,47",:
2015-02,HU,"1.537,82","21,04",:,:,"1.354,55","2.972,21","8,29",:,:,:,:,"1.048,29","38,16",:,"11,27",:,:,"228,68","220,69",:,"19.795,05","68,83",:,"27,51","1.749,78","1.620,00","11.206,66",:
2015-02,IE,"431,25","128,13",:,:,"344,65","1.136,29","1,69","1.103,97",:,"2,63",:,"144,07",:,"124,95",:,"1,51","1.126,03",:,:,:,"8.839,34","3,75",:,:,"252,68",:,"14,75","21.464,85"
2015-02,IT,"583,02","23,30","200,34","2,00","1.252,12","21.260,68","26,91","15,37",:,"750,10","0,68","2.101,51",:,"0,30","23.503,07",:,"375,09","3.793,03","546,87","4.476,43","130.135,90","2.052,26","69,26","134,09","3,83","316,56","300,62","2.202,16"
2015-02,LT,"67,20",:,:,:,"665,44","1.042,46",:,"64,91",:,"0,14","1.028,16","1,30",:,:,"2.549,72","65,44",:,:,"12.080,35",:,"2.224,02","4.337,13","1,71",:,"462,45",:,"109,60","343,95"
2015-02,LU,"221,36","4.231,47","287,66","485,01",:,"1.329,89","58,80",:,:,"0,96",:,"1.300,46",:,:,"2.965,43","0,98",:,:,:,:,"2.090,55","576,70","25,31",:,:,:,:,"129,63"
2015-02,LV,"507,90",:,"457,65","221,48","1.022,28","1.422,56","0,16","2.714,07","141,50","48,28","879,56",:,:,:,:,"67,44","5.102,68",:,:,:,"1.991,12","13.269,56",:,"6,56","900,43","756,35","46,95","257,74"
2015-02,MT,:,:,:,"14,11","78,34","157,21",:,:,:,"0,72",:,"23,32",:,:,:,"265,30",:,:,:,:,"32,28","23,46",:,:,:,:,"13,45","18,50"
2015-02,NL,"1.423,07","13.271,43","63,90","1,42","1.721,54","6.759,35","1.261,55","184,76","4,75","112,75","4,96","3.183,61","0,00","1.583,21","24.925,51","794,74","96,70",:,"679,14",:,:,"2.382,19","57,38","282,11","1.399,07","198,56","910,70","1.932,85"
2015-02,PL,"13.682,65",:,"4,20","11,91","9.560,30","54.515,99","38,81","50,24","408,96","245,59","11,68","1.734,75","7,04","15,72","500,82","71,45","422,86","59,57","415,27",:,"8.259,50",:,"0,19","583,41","6.037,41","711,43","55.753,55","1.597,15"
2015-02,PT,"352,34","55,28",:,:,"57,92","3.924,08","0,62",:,:,"9.622,48",:,"1.798,42",:,:,"5.247,90","525,16","212,57","1.010,09",:,:,"4.186,66","52,67",:,"2,10",:,:,"38,17","333,65"
2015-02,RO,"4.097,47","81,09","207,22","0,49","2.149,59","6.372,93",:,:,"241,18","72,56","1,41","1.157,93",:,"2.099,08","1.393,39","57,58",:,:,"71,70",:,"7.718,25","3.409,97",:,:,:,"61,56","21.143,66","476,74"
2015-02,SE,:,"175,83",:,:,:,"2.457,80","16.135,68","17,48",:,"64,73","1.492,33","165,29",:,"297,76","26.106,92","4,68","94,78",:,"206,70",:,"114.304,01","118,82",:,:,:,:,:,"2.674,27"
2015-02,SI,"5.115,62",:,:,:,"596,96","1.447,22",:,:,:,:,:,"77,41",:,"10.224,67","0,67","62,60",:,:,:,:,"3.190,44","373,00",:,:,"578,86",:,"111,04","424,88"
2015-02,SK,"168.087,95","11,18","457,68","9.321,67","32.152,16","4.537,86",:,"51,31",:,"286,80","1.523,39","363,44",:,"3.915,96","4.666,80","448,07","369,85","17,83","126,65",:,"1.151,84","6.130,86","31,11","1,09","2.187,81","3.322,71",:,"24.841,53"
2015-02,UK,"278,30","156,49","655,34","938,11","2.284,95","19.173,30","102,10","18,61","24,00","1.655,58","226,90","10.091,53","4,67","356,29","42.589,09","6.619,90","1.360,44",:,"1.238,42","89,88","168.722,76","20.073,02","327,36","4,05","4.610,25","486,20","761,24",:
2015-03,AT,:,"44,38","2.248,74","280,45","10.979,65","21.072,66","594,05","94,67",:,"1.351,37","443,18","478,75","514,26","1.885,55","41,46","191,75",:,"0,54","1.985,48","102,99","4.993,89","7.644,23",:,"2.785,38","1.309,03","184,92","27.414,14","611,44"
2015-03,BE,"283,50",:,:,"68,83","0,07","2.901,44","1,52","22,23",:,"111,28","36,28","2.263,97",:,:,"21,40","83,49",:,"846,84",:,:,"60.081,21","53,58","212,21","2,77","181,88","149,79","1.506,48","1.795,06"
2015-03,BG,"547,93",:,:,"609,08","46,36","322,70",:,:,"182,27",:,:,"555,59",:,"1.938,72",:,"25,75",:,:,"744,01",:,"2.809,22","336,11",:,"173,59",:,:,"6.728,55","191,78"
2015-03,CY,"540,62",:,:,:,"194,50","197,82",:,:,"2.602,36","0,47",:,"1,89",:,:,:,"0,17",:,:,"35,99",:,"16,16","45,73","5,50",:,:,"23,38","2,08","31,57"
2015-03,CZ,"5.501,70","106,78","22,44","1.451,19",:,"14.600,33","4,59","8,04","1,16","129,85","53,02","387,88","0,40","756,24","22.791,26","8.210,53","412,44",:,"319,49","2.888,75","16.542,92","5.683,88","570,96","1.176,01","2.937,38","137,45","25.489,82","252,63"
2015-03,DE,"20.029,30","554,34","497,26","945,67","41.736,46",:,"5.789,44","1.043,13","3.698,67","1.145,51","2.362,03","5.453,01",:,"745,55","29.624,94","2.808,31","942,24","10.702,35","1.097,48","161,45","120.856,06","53.391,35","520,15","4.593,37","12.122,79","2.048,76","14.097,75","13.434,28"
2015-03,DK,"45,26","141,58","3,47",:,"54,80","10.618,68",:,:,"12,57","20,11","540,59","38,85",:,"4,42","381,34","654,90","9,10",:,:,:,"13.244,78","2.832,97",:,"177,92","44.198,77","1,88","0,47","181,36"
2015-03,EE,:,:,:,:,"127,83","990,65","11,06",:,"19,34",:,"880,26","19,79",:,:,"888,65",:,"447,71",:,"3.029,44",:,"0,56","478,86",:,:,"2.060,81",:,:,"364,81"
2015-03,EL,"1.398,17",:,"0,57","356,95","406,19","7.872,13","2,41","9,09",:,"1,83","1,53","797,90",:,:,:,"267,55",:,"49,83",:,:,"200,72","214,66","151,94","19,97","0,47",:,"203,42","368,70"
2015-03,ES,"1.214,55","43,33",:,:,"294,45","6.638,17","6,15","35,85","20,19",:,"5,18","5.309,04",:,"11,37","26.251,69","7.944,75","55,20","0,95","33,23",:,"68.257,93","873,88","587,36","140,31","146,93",:,"217,49","3.456,70"
2015-03,FI,:,:,:,"9,48","24,15","3.444,60","209,69","17,74",:,:,:,"88,58",:,:,"4.097,54",:,:,:,:,:,"7.809,15","16,85",:,:,"24.987,40",:,:,"9,64"
2015-03,FR,"268,42","2.245,79","0,44","0,46","131,72","26.402,52","167,10","124,82","1,52","515,31","39,59",:,:,:,"13.025,22","1.061,55",:,"31.765,31","92,61","227,20","112.499,80","210,11","2.699,70","321,59","2.267,90","311,29","1.017,20","5.505,34"
2015-03,HR,"2.251,77","7,81",:,"0,00","89,71","143,78","8,51",:,:,:,"1,18",:,:,"1.256,44","0,75","0,00",:,:,"105,34",:,"1.468,51","4,88",:,:,"0,00","1.820,83","2.059,81",:
2015-03,HU,"1.730,99","7,81","25,65",:,"631,08","2.724,94","5,07",:,:,"0,85","3,69","200,85","1,88",:,"412,79",:,:,"316,23","24,53",:,"8.120,52","533,05",:,"476,37","870,81","1.932,56","8.559,03","0,91"
2015-03,IE,:,"736,21",:,:,"2,73","2.420,14","0,51",:,:,"2,61",:,"285,40",:,"141,94",:,"1,57",:,:,"1.113,77",:,"6.435,78","5,69",:,:,:,:,:,"26.706,88"
2015-03,IT,"415,85","146,57",:,:,"3.582,16","34.061,53","102,35","176,60","0,35","1.320,67","0,94","7.385,27",:,:,"18.467,91",:,:,"33.249,31","411,41","2.503,97","45.981,44","1.584,15","117,75","61,25","37,01","195,87","697,05","1.818,73"
2015-03,LT,"60,52",:,"3,47","92,60","896,02","394,79","3,75","166,45",:,"103,92","387,76","5,56",:,:,"542,50","0,86",:,:,"12.649,93",:,"3.661,62","3.558,29","0,15",:,"756,11","588,80","128,55","247,20"
2015-03,LU,"26,19","6.058,41",:,"301,04","697,36","3.360,43","1,50",:,:,"2,34","3,41","1.346,93",:,:,"2.514,03","382,24","254,79",:,"14,00",:,"5.665,49","265,65","59,41",:,:,:,"11,04","2,96"
2015-03,LV,"791,46",:,"63,35","772,95","499,45","1.149,47","21,86","671,77",:,"93,88","2.876,23","19,50",:,:,:,"362,98","4.574,69",:,:,:,"881,49","10.431,37",:,"1,95","1.155,17","134,10","553,81","1.260,93"
2015-03,MT,:,:,:,:,"200,03","85,62",:,:,:,"0,20",:,"81,92",:,:,:,"333,75","12,50",:,"7,44",:,"33,99","2,37",:,:,:,:,"7,77","26,14"
2015-03,NL,"390,70","14.426,08","20,16","0,12","2.456,88","6.902,68","735,15","61,86","16,84","146,64","139,16","6.514,83","249,82","4.836,19","12.609,41","5.096,53","406,71","245,21","199,44",:,:,"4.764,29","95,19","20,64","896,14","3,98","111,27","924,18"
2015-03,PL,"7.661,27",:,"33,75",:,"6.149,68","44.898,91","69,95","248,68","392,98","1.274,65","24,04","2.191,02","19,39","5,10","172,04","20,90","2,89","441,10","204,68",:,"6.420,45",:,:,"319,31","5.028,68","742,23","38.555,12","419,32"
2015-03,PT,"305,09","0,05",:,:,"104,33","2.353,78","0,42",:,:,"7.615,31","1,63","827,43",:,:,"2.122,20","467,98","107,78","1.109,08",:,:,"5.466,77","33,11",:,"57,74","31,20",:,"4,28","350,80"
2015-03,RO,"4.751,51","59,32","201,34","7,39","1.660,19","7.668,88",:,:,"112,30","51,42","2,10","639,90",:,"1.791,59","515,09","2,10","78,99",:,"3,90",:,"8.964,97","2.955,74","144,95",:,:,"325,61","17.808,34","411,79"
2015-03,SE,"51,81","121,87",:,:,"99,23","4.957,55","3.340,72",:,:,:,"3.036,40","23,50",:,"14,73","29.765,34","276,45",:,:,"311,15",:,"99.863,45","41,32",:,:,:,:,"44,59","2.059,08"
2015-03,SI,"6.820,99",:,:,:,"181,56","2.225,08",:,:,:,:,:,"100,58",:,"6.722,25","5,74","49,87",:,:,:,:,"1.040,66","341,91",:,:,"1.208,04",:,:,"454,28"
2015-03,SK,"239.320,37","15,66","561,42","5.605,23","32.121,74","7.099,77",:,:,:,"550,55","1.562,04","95,73",:,"3.189,61","2.082,90","2.094,42","144,95",:,"525,90",:,"471,17","9.388,60","81,75","1,20","793,06","3.343,15",:,"16.269,69"
2015-03,UK,"1.960,10","705,70","1.893,60","1.940,16","2.072,78","22.931,81","67,71","189,65","938,67","2.163,39","144,44","7.329,56","0,41","5,84","46.388,77","2.438,76","3.682,01","346,05","1.196,00","0,43","197.608,18","11.058,20","279,30","3,16","1.342,50","904,25","1.917,85",:
2015-04,AT,:,"209,93","1.471,55",:,"12.576,19","13.834,24","60,22",:,"43,78","414,70","690,86","525,71",:,"758,29","21,18","2.264,70","120,42","0,52","3.575,05",:,"10.826,52","3.148,63","63,27","3.924,55","539,27","85,11","32.313,45","1.456,00"
2015-04,BE,"418,53",:,:,"141,98","0,85","2.444,17",:,:,:,"47,66","4,50","2.918,50",:,"0,88","2.060,31","113,95",:,"2.881,82","18,70",:,"61.972,24","410,38","95,98","1.950,36","235,05","60,87","1.371,27","1.833,53"
2015-04,BG,"875,56","255,87",:,"390,98","202,70","1.684,42",:,"1,90","103,39",:,:,"515,55",:,"3.208,46",:,"28,00",:,:,"2.033,09",:,"4.785,64","134,74",:,"46,45",:,:,"7.885,36","355,55"
2015-04,CY,"284,69","79,85",:,:,"270,82","248,63",:,:,"4.192,67","0,39",:,"1,21",:,:,:,"38,81",:,:,"179,22",:,"55,36","229,93",:,"15,81",:,"30,20","60,40","41,10"
2015-04,CZ,"5.400,17","1,15","1,43","207,61",:,"14.572,32","0,16","5,79","115,50","558,74","0,08","446,02","130,02","681,09","33.328,82","4.332,06","799,78",:,"722,64","1.126,83","5.150,97","6.279,21","260,82","131,37","1.609,35","342,03","30.257,73","1.001,90"
