PERIOD,DECLARANT,Andorra,Belgien,Ceuta,Deutschland,Dänemark,Estland,Finnland,Frankreich,Färoer,Gibraltar,Griechenland,Heiliger Stuhl (Vatikanstadt),Irland,Island,Italien,Lettland,Liechtenstein,Litauen,Luxemburg,Malta,Melilla,Niederlande,Norwegen,Osterreich,Polen,Portugal,San Marino,Schweden,Schweiz,Spanien,Türkei,Vereinigtes Königreich
2016-06,Ungarn,:,:,:,"32,42",:,:,"809,77","521,39",:,:,"18,05",:,"4.027,26",:,:,"110,56",:,:,"187,40","5,89",:,"60.720,27",:,"1.105,59","68,44","16,09",:,"0,11","1,03",:,"2,85","0,54"
2016-06,Ver.Koenigr.,:,"211,07",:,"12.900,36","413,51","8,90","55,48","11.485,19",:,:,"1.150,79",:,"94.423,39",:,"5.843,37","33,12",:,"3,90","457,29","78,94",:,"106.998,93","59,17","1.248,42","1.676,15","1.245,88",:,"2.397,63","142,84","730,50","0,98",:
2016-06,Zypern,:,:,:,"579,50",:,:,:,:,:,:,"1.112,69",:,:,:,"8,70",:,:,:,"189,69",:,:,"18,17",:,"288,79","110,42",:,:,:,:,:,:,"142,54"
2016-07,Belgien,:,:,:,"725,27","95,85","43,37","108,86","924,41",:,:,:,:,"8,33",:,"68,29","251,09",:,:,"2.820,43",:,:,"77.005,89",:,"346,41","357,68","15,40",:,"390,20","1,51","0,99",:,"590,25"
2016-07,Bulgarien,:,:,:,"480,10",:,:,:,"703,88",:,:,"667,95",:,"427,61",:,"718,82","248,92",:,:,:,:,:,"6.926,75",:,"824,23","293,18",:,:,"44,55","0,36","0,29",:,"908,53"
2016-07,Daenemark,:,"0,15",:,"2.522,25",:,"1,87","22,43","0,76",:,:,:,:,"50,60",:,"175,81","0,48",:,"3,68",:,:,:,"10.887,21","3,83","108,93","4,13","0,96",:,"58.468,71","0,46",:,:,"509,37"
2016-07,Deutschland,:,"347,17",:,:,"1.018,14","100,22","4,80","9.044,17",:,:,"671,44",:,"37.718,61",:,"9.065,50","343,06",:,"358,92","7.607,70","1.019,62",:,"111.477,25","5,67","12.463,05","9.072,65","419,79",:,"13.049,70","761,50","2.388,45","24,63","10.184,36"
2016-07,Estland,:,:,:,"484,39","28,44",:,"336,54","15,01",:,:,:,:,"2.259,82",:,:,"2.994,67",:,"1.481,80",:,:,:,:,"393,31","34,23","123,54",:,:,"1.038,81",:,"143,64",:,"199,66"
2016-07,Finnland,:,"159,09",:,"2.143,13","256,51","118,63",:,"19,96",:,:,:,:,"5.408,83",:,:,:,:,"51,80",:,:,:,"4.408,38","0,22","636,32",:,"29,91",:,"22.489,39","1,14",:,:,"120,81"
2016-07,Frankreich,:,"1.664,72",:,"16.292,16","138,41","209,32","74,33",:,:,"4,05",:,:,"14.940,17",:,"881,66","146,67",:,:,"33.914,16","346,05",:,"112.608,19","9,06","199,96","508,02","4.790,44",:,"250,73","115,32","327,21","0,51","1.508,76"
2016-07,Griechenland,:,:,:,"6.460,62",:,"19,61","1,11","1.054,69",:,:,:,:,:,:,"744,78",:,:,:,"408,98",:,:,"4.083,21",:,"2.322,62","37,92","16,39",:,"0,31",:,"1,68",:,"308,23"
2016-07,Irland,:,:,:,"104,19",:,:,:,"256,50",:,:,:,:,:,:,"1,68",:,:,:,:,:,:,"9.991,24",:,"6,29",:,"9,02",:,"324,23",:,"26,36","0,15","17.373,62"
2016-07,Italien,:,"415,10",:,"26.409,50","27,68","128,20","3,69","6.892,51",:,:,"13,65",:,"11.579,14",:,:,"433,20",:,"0,53","15.183,94",:,:,"50.611,83",:,"155,74","302,64","15,50",:,"2,58",:,"155,66",:,"2.550,71"
2016-07,Kroatia,:,:,:,"671,92","0,34",:,"0,61","5,23",:,:,:,:,"5,94",:,"47,16",:,:,:,:,:,:,"4.188,83",:,"1.165,33","28,40",:,:,"72,06",:,:,:,"68,20"
2016-07,Lettland,:,"129,34",:,"571,23",:,"55,88","104,14","238,38",:,:,:,:,"4,40",:,"107,22",:,:,"9.110,70","569,33",:,:,"453,02",:,"870,63","493,11",:,:,"636,79",:,"2,98",:,"265,04"
2016-07,Litauen,:,:,:,"2.008,36","0,47","20,41","1.160,42","318,65",:,:,:,:,"854,55",:,"29,48","10.715,49",:,:,"16.108,41",:,:,"1.850,10",:,"158,10","107,12","0,14",:,"603,39",:,"312,02","0,45","106,94"
2016-07,Luxemburg,:,"3.082,21",:,"736,35",:,:,:,"1.254,08",:,:,:,:,"2.291,80",:,"101,34","11,35",:,:,:,:,:,"702,94",:,"3.401,97","55,89",:,:,:,"3,92",:,:,"112,21"
2016-07,Malta,:,:,:,"238,11",:,:,:,"12,33",:,:,:,:,"77,66",:,"764,07",:,:,:,:,:,:,"23,04",:,:,"19,22",:,:,:,:,:,:,"75,05"
2016-07,Niederlande,:,"16.498,39",:,"13.221,97","145,60",:,"39,16","1.458,71",:,:,"193,19",:,"29,48","187,90","2.281,45","559,02",:,"147,77","69,85",:,:,:,"589,66","451,05","1.400,12","736,91",:,"602,51","5.778,60","449,77","2.339,71","5.270,60"
2016-07,Oesterreich,:,:,:,"10.952,54",:,"5,50","1.296,01","757,25",:,:,"71,59",:,"4.794,17",:,"296,62","74,59",:,:,"103,77",:,:,"13.412,97","0,38",:,"5.297,22",:,:,"1.232,21","1,83","156,63","0,44","502,26"
2016-07,Polen,:,"4,16",:,"26.566,79","1,85","33,63","21,13","2.344,33",:,:,"0,19",:,"232,84",:,"151,54","376,57",:,"144,86","1,80",:,:,"6.989,64","0,11","9.961,60",:,"12,52",:,"399,86","1,01","131,82","0,74","314,16"
2016-07,Portugal,:,"247,40",:,"1.118,67",:,:,"15,91","3.168,80",:,:,:,:,"6.184,89",:,"392,93","13,18",:,"36,37","3.150,71",:,:,"6.527,81",:,"14,60","37,74",:,:,"0,33","2,14","9.556,56",:,"801,86"
2016-07,Rumanien,:,:,:,"3.410,06",:,"20,99",:,"1.272,56",:,:,"72,02",:,"6,62",:,"106,53","32,58",:,:,"551,42",:,:,"4.852,50",:,"3.333,58","567,09","12,70",:,"252,38",:,"79,93",:,"129,57"
2016-07,Schweden,:,:,:,"35.600,77","7.781,25","0,09","1.022,08","496,32",:,:,:,:,"36.450,41",:,"468,51","166,31",:,"1.495,68",:,:,:,"51.789,88","186,21","1.043,86","79,58",:,:,:,"6,56","1.176,80","3,02","1.095,48"
2016-07,Slowakei,:,:,:,"32.770,21",:,:,"407,97","455,19",:,:,"176,94",:,"3.797,32",:,"1.351,22","17,00",:,:,:,:,:,"6.550,43","1,38","275.013,16","2.863,18","93,90",:,"755,12","1,40","1.346,83","0,07","1.060,32"
2016-07,Slowenien,:,:,:,"566,59",:,:,:,"55,05",:,:,:,:,"1.297,73",:,"98,00",:,:,:,:,:,:,"3.100,07",:,"669,05","85,31",:,:,"61,91",:,:,:,"200,14"
2016-07,Spanien,"7,19","23,68","6,55","4.144,65","0,49","37,49","19,15","7.576,62",:,:,:,:,"25.863,40",:,"11.530,12","2,84",:,"58,86","7.748,88",:,"5,44","36.885,15","4,59","619,15","1.698,92","407,02",:,"141,67","3,03",:,"27,27","1.820,56"
2016-07,Tschechische Republik,:,"1,41",:,"8.014,28","39,89","10,13","0,04","420,38",:,:,"9,37",:,"27.154,09","0,10","156,60","320,93",:,"33,16",:,"17,94",:,"7.554,85","38,90","2.680,84","408,73","86,54",:,"1.261,57","62,73","6,79","1,05","412,42"
2016-07,Ungarn,:,:,:,"79,86","12,00",:,"536,47","413,28",:,:,"108,06",:,"4.734,69",:,"29,27","58,51",:,:,:,"35,04",:,"27.508,39","0,43","710,68","222,09",:,:,"388,24","0,72","2,16","2,96",:
2016-07,Ver.Koenigr.,:,"52,24",:,"10.429,98","198,46","25,47","130,38","9.345,08",:,:,"554,20",:,"108.739,06",:,"3.268,36","315,38",:,"3,07","498,90",:,:,"137.084,40","9,02","564,02","1.366,33","1.987,30",:,"7.119,98","88,05","225,45",:,:
2016-07,Zypern,:,:,:,"1.655,97",:,:,:,:,:,:,"1.720,65",:,:,:,"246,78","27,30",:,:,"322,16",:,:,"5,16",:,"310,00","117,50","46,57",:,"3,07","0,81","97,25",:,"252,17"
2016-08,Belgien,:,:,:,"1.249,97","164,16",:,"47,61","3.572,12",:,:,:,:,"958,19",:,"53,91","5,72",:,:,"2.179,67",:,:,"53.583,83",:,"23,77","120,68",:,:,"1.372,00","1,27","37,96","0,30","2.216,45"
2016-08,Bulgarien,:,:,:,"435,22",:,:,:,"232,98",:,:,"3.243,24",:,"1.145,69",:,:,"707,62",:,:,:,:,:,"4.958,90",:,"546,87","56,05",:,:,"9,10",:,"0,35",:,"644,88"
2016-08,Daenemark,:,:,:,"1.860,76",:,"2,60",:,"3,27",:,:,:,:,"33,20",:,"227,78","0,81",:,"2,49",:,:,:,"7.059,65","3,56","49,70","21,29","0,90",:,"67.642,01","0,08","1,54",:,"169,01"
2016-08,Deutschland,:,"155,73",:,:,"934,02","175,45","17,57","2.460,24",:,:,"361,86",:,"20.052,74",:,"7.286,80","876,74",:,"542,95","3.754,17",:,:,"71.390,91","10,28","12.987,32","9.975,42","1.281,42",:,"7.424,52","282,65","1.921,36","115,28","9.112,59"
2016-08,Estland,:,:,:,"375,99","15,69",:,"251,77","2,13",:,:,"68,42",:,"1.542,52",:,"0,49","3.570,90",:,"1.753,41",:,:,:,:,"282,80","134,74","279,64",:,:,"2.297,47","0,14","292,13",:,"198,59"
2016-08,Finnland,:,"34,73",:,"4.314,57","24,40","211,80",:,"585,17",:,:,:,:,"3.360,94",:,"63,27","117,74",:,"92,67",:,:,:,"2.112,48","3,74","1.379,07","9,16","59,44",:,"29.302,50","1,24","0,49","0,48","48,75"
2016-08,Frankreich,:,"3.138,75",:,"22.954,29","301,25","683,27","45,51",:,:,"1,74",:,:,"16.140,50",:,"698,97","301,20",:,:,"38.710,97","179,82",:,"110.414,01","0,73","213,10","186,29","3.294,16",:,"426,81","82,67","211,68","0,25","1.551,16"
2016-08,Griechenland,:,:,:,"5.117,08","8,62",:,"0,56","1.046,36",:,:,:,:,:,:,"280,06",:,:,"0,64","288,46",:,:,"4.075,33",:,"786,87","25,36","29,96",:,:,"0,73","3,46",:,"231,02"
2016-08,Irland,:,:,:,"189,47",:,:,:,"317,10",:,:,:,:,:,:,"0,54",:,:,:,:,:,:,"15.148,28",:,:,:,:,:,"22,28","1,65",:,"0,21","17.418,74"
2016-08,Italien,:,"469,37",:,"29.329,97","110,36","63,16","6,54","10.363,23",:,:,"72,91",:,"5.306,17",:,:,"593,47",:,"0,53","16.498,89","1.704,26",:,"13.440,23",:,"450,16","605,04","1,65",:,"6,83",:,"255,68",:,"1.243,57"
2016-08,Kroatia,:,:,:,"510,47","0,88",:,:,"22,15",:,:,:,:,:,:,"52,57",:,:,:,:,:,:,"5.122,67",:,"1.014,98","16,67",:,:,"141,66",:,:,"0,45","29,05"
2016-08,Lettland,:,:,:,"614,92",:,"56,09","105,29","148,62",:,:,:,:,"427,20",:,"80,88",:,:,"10.410,83","275,72",:,:,"1.244,78",:,"7,14","698,47",:,:,"845,72",:,"4,38",:,"353,55"
2016-08,Litauen,:,:,:,"795,07",:,"181,14","172,07",:,:,:,"0,04",:,"1.263,20",:,"26,05","10.751,16",:,:,"6.895,47",:,:,"2.650,39","16,38","60,36","333,78","0,09",:,"605,80",:,"0,25",:,"208,26"
2016-08,Luxemburg,:,"3.732,72",:,"653,87",:,:,:,"964,40",:,:,:,:,"2.184,00",:,"212,27","9,18",:,:,:,:,:,"1.273,86",:,"591,83","14,35","17,53",:,:,"1,60","0,29",:,"101,21"
2016-08,Malta,:,:,:,"145,03",:,:,:,"61,25",:,:,:,:,"44,80",:,"480,71","26,20",:,:,:,:,:,"12,29","0,04",:,"5,05",:,:,:,:,:,:,"19,78"
2016-08,Niederlande,:,"16.390,17",:,"14.436,13","259,68","0,71","294,62","1.205,90",:,:,"19,74",:,"1.343,76","343,30","1.670,65","987,97",:,"252,89","0,98",:,:,:,"678,57","588,33","765,85","684,28",:,"770,30","4.705,71","372,72","1.278,07","2.674,40"
2016-08,Oesterreich,:,"5,90",:,"12.396,51","1,31","100,80","392,70","223,15",:,:,"59,10",:,"9.231,58",:,"396,08","194,75",:,"227,85","1,11",:,:,"7.317,10","0,44",:,"2.406,99",:,:,"1.478,22","2,08","24,17",:,"180,39"
2016-08,Polen,:,"202,73",:,"40.586,22","11,97","116,46","27,48","3.518,58",:,:,:,:,"323,18",:,"868,04","827,37",:,"65,43","1,83","260,47",:,"8.603,39",:,"3.825,03",:,:,:,"1.915,85","1,40","373,10","3,74","153,36"
2016-08,Portugal,:,"7,30",:,"1.080,90",:,:,:,"2.704,56",:,:,:,:,"2.209,14",:,"120,33",:,:,"41,91","4.239,55",:,:,"10.826,88","0,85",:,"65,38",:,:,"2,17","0,57","10.739,58",:,"464,86"
2016-08,Rumanien,:,:,:,"4.609,03",:,:,:,"1.020,90",:,:,"169,45",:,"7,33",:,"344,09","9,45",:,"104,77",:,:,:,"6.834,26",:,"4.181,81","410,70",:,:,:,"12,25","46,21",:,"438,94"
2016-08,Schweden,:,:,:,"34.789,17","7.606,86","0,05","140,33","218,01",:,:,:,:,"28.017,09",:,"821,05","201,10",:,"520,35",:,:,:,"34.885,15","286,12","1.167,45","28,97",:,:,:,"27,04","0,77","0,70","1.286,25"
2016-08,Slowakei,:,:,:,"25.098,35",:,"34,16","68,14","344,36",:,:,:,:,"4.202,34",:,"1.993,42","149,12",:,:,:,:,:,"478,94",:,"292.575,91","2.870,32","268,96",:,"815,10","1,28","620,14","0,08","2.674,45"
2016-08,Slowenien,:,:,:,"490,89",:,:,:,"309,32",:,:,:,:,"966,24",:,"16,86",:,:,:,:,:,:,"2.958,66",:,"748,01","61,96",:,:,"47,79",:,:,:,"197,43"
2016-08,Spanien,"17,56","508,67","4,32","4.521,32","1,81","73,78","65,19","5.017,58",:,:,:,:,"26.227,56",:,"8.656,38","28,33",:,"3,43","12.518,03",:,"11,44","35.401,95","0,16","1.228,96","2.136,55","931,73",:,"22,37","4,06",:,"33,10","978,50"
2016-08,Tschechische Republik,:,"3,82",:,"8.059,06","3,06","9,27","38,00","937,83",:,:,"7,09",:,"23.560,63",:,"176,31","42,15",:,"370,70","49,91",:,:,"16.692,47","79,70","2.569,59","451,26","23,08",:,"194,44","45,23","61,57","0,35","486,82"
2016-08,Ungarn,:,:,:,"80,71",:,:,"313,38","863,23",:,:,"111,54",:,"4.101,48",:,:,"256,10",:,:,:,"48,26",:,"61.878,56",:,"1.411,11","131,89",:,:,"0,06","1,20",:,:,"0,24"
2016-08,Ver.Koenigr.,:,"84,28",:,"12.789,42","116,44",:,"195,08","15.279,74",:,:,"258,63",:,"95.867,55","3,43","5.438,98","311,34",:,"124,49","485,81",:,:,"165.200,96","111,53","1.991,15","2.672,06","1.671,15",:,"6.067,08","125,90","297,92","20,70",:
2016-08,Zypern,:,"177,46",:,"1.202,76",:,:,:,:,:,:,"1.138,81",:,:,:,"444,90","17,93",:,:,"97,25",:,:,:,:,"111,36","0,74","32,35",:,:,:,:,:,"87,10"
2016-09,Belgien,:,:,:,"671,17","0,80",:,"14,10","3.970,98",:,:,:,:,"10,88",:,"43,07","516,70",:,"11,41","2.087,62",:,:,"65.467,76","3,04","99,44","217,08",:,:,"1.553,88","2,36","97,60","0,80","3.042,10"
2016-09,Bulgarien,:,:,:,"518,87",:,:,:,"48,61",:,:,"2.510,33",:,"1.901,80",:,:,"261,42",:,"0,92",:,:,:,"2.388,58",:,"881,25","241,89",:,:,"43,98",:,:,"0,31","380,30"
2016-09,Daenemark,:,"5,59",:,"2.924,49",:,"1,86",:,"8,48",:,:,:,:,"54,49","5,34","89,72","59,75",:,"2,10",:,:,:,"10.111,71","5,49","71,18","198,31","1,10",:,"50.157,37","0,55","3,19",:,"467,77"
2016-09,Deutschland,:,"605,38",:,:,"2.361,73","599,03","7,51","7.427,03",:,:,"278,27",:,"22.058,21",:,"8.188,81","483,28",:,"75,72","1.063,45",:,:,"97.259,68","9,65","11.874,93","15.541,31","721,75",:,"9.500,73","903,42","2.593,17","203,18","13.385,38"
2016-09,Estland,:,:,:,"280,33","3,19",:,"148,17","59,21",:,:,"21,45",:,"2.342,47",:,:,"2.891,81",:,"1.020,09",:,:,:,:,"207,54","57,79","263,44",:,:,"1.486,90","0,56","278,35",:,"410,48"
2016-09,Finnland,:,"130,23",:,"3.283,82","22,45","194,01",:,:,:,:,:,:,"3.498,26","0,06",:,:,:,"67,53",:,:,:,"7.527,66","1,31","1.051,99","36,59","52,44",:,"30.944,13",:,:,"0,19","190,91"
2016-09,Frankreich,:,"1.573,01",:,"30.872,16","192,04","292,91","34,45",:,:,"4,69","1,05",:,"14.699,60",:,"1.727,01","542,32",:,"2,60","2.658,92","75,05",:,"243.262,86","2,67","195,72","893,36","4.276,92",:,"292,31","107,07","840,01","0,25","3.592,62"
2016-09,Griechenland,:,"4,37",:,"4.860,53","0,60",:,"1,47","984,32",:,:,:,:,:,:,"832,58","0,28",:,"0,68","413,80",:,:,"9.973,28",:,"1.264,75","93,00","4,58",:,"23,97",:,"5,45",:,"317,01"
2016-09,Irland,:,:,:,"309,04",:,:,:,"205,63",:,:,:,:,:,:,"0,56",:,:,:,:,:,:,"9.484,85","0,53","14,66","0,34","8,63",:,"94,10","0,09","0,20","0,01","16.745,84"
2016-09,Italien,:,"181,60",:,"25.492,62","71,66","30,98","5,58","8.707,07",:,:,"98,71",:,"2.320,47",:,:,"789,64",:,"1,06","21.511,76","7.079,15",:,"31.504,78",:,"147,87","1.203,45","1,23",:,"143,76","1,62","934,42",:,"3.394,79"
2016-09,Kroatia,:,:,:,"716,62","14,94",:,"0,90","80,12",:,:,:,:,"1,27",:,"88,15",:,:,:,:,:,:,"2.751,39",:,"499,53","50,13",:,:,"99,97",:,:,"0,68","32,00"
2016-09,Lettland,:,:,:,"588,04",:,"245,91","515,57","245,97",:,:,:,:,"444,70",:,"218,26",:,:,"5.668,13",:,:,:,"33,32",:,"238,61","952,65","12,73",:,"638,58",:,"30,30",:,"353,70"
2016-09,Litauen,:,:,:,"903,39",:,"169,33","272,04","140,79",:,:,"50,41",:,"1.868,54",:,"11,27","8.961,32",:,:,:,:,:,"3.425,28",:,"283,05","226,58",:,:,"916,39","0,04","218,80",:,"100,62"
2016-09,Luxemburg,:,"6.267,84",:,"615,92",:,:,:,"1.295,31",:,:,:,:,"2.898,07",:,"119,20","8,43",:,:,:,:,:,"300,01",:,"530,69","58,17","10,23",:,:,"0,09","2,06",:,"364,68"
2016-09,Malta,:,:,:,"95,31",:,:,:,"248,28",:,:,:,:,:,:,"503,18",:,:,:,:,:,:,"51,29",:,:,"5,29",:,:,:,"0,11",:,:,"41,00"
2016-09,Niederlande,:,"20.899,48",:,"11.788,44","137,32","106,39","52,20","1.694,43",:,:,"38,75",:,"3.008,07","278,63","1.986,81","1.455,94",:,"332,95","2,35",:,:,:,"737,66","1.296,00","1.375,29","151,41",:,"996,25","4.952,18","553,88","296,35","3.108,94"
2016-09,Oesterreich,:,"0,24",:,"14.336,00","429,76","43,59","1.985,17","1.310,02",:,:,"420,30",:,"5.949,15",:,"193,12","136,82",:,"86,33","11,21",:,:,"7.466,81","59,12",:,"2.268,47",:,:,"1.900,71","6,62","117,32","0,85","498,25"
2016-09,Polen,:,"157,39",:,"37.390,99","3,82","85,43","21,18","3.006,48",:,"0,10",:,:,"96,34",:,"1.396,52","439,09",:,"124,99","2,06",:,:,"2.532,59",:,"5.143,87",:,"26,06",:,"1.001,23","12,94","691,08","0,39","475,57"
2016-09,Portugal,:,"956,80",:,"4.003,64",:,:,:,"1.134,14",:,:,:,:,"4.028,46",:,"1.261,24","21,21",:,"185,98","589,12",:,:,"7.854,61","1,02","28,98","17,44",:,:,"0,34","0,16","9.196,89",:,"2.807,48"
2016-09,Rumanien,:,:,:,"6.468,83",:,:,:,"1.392,45",:,:,"0,13",:,"6,98",:,"271,75","75,74",:,"21,06",:,:,:,"4.961,08","0,11","4.972,92","407,68","68,99",:,"80,17",:,"0,09","2,28","88,21"
2016-09,Schweden,:,"81,41",:,"34.886,98","5.580,68",:,"776,22","609,72",:,:,:,:,"38.651,42","0,33","449,49","58,54",:,:,:,:,:,"55.507,85","2.101,79","785,45","47,94","1,29",:,:,"27,31","3.913,36","6,20","1.250,67"
2016-09,Slowakei,:,:,:,"10.836,41","0,72","36,86","193,84","621,54",:,:,:,:,"1.876,62",:,"767,90","156,02",:,:,:,:,:,"1.512,65",:,"219.982,39","2.707,47","398,35",:,"416,26","115,29","2.563,41",:,"987,38"
2016-09,Slowenien,:,:,:,"289,13",:,:,:,"504,74",:,:,:,:,"309,56",:,"0,21",:,:,:,"0,64",:,:,"2.976,02",:,"830,24","137,77",:,:,"23,23",:,:,:,"148,57"
2016-09,Spanien,"66,72","25,43","4,50","3.837,75","0,14","60,90","6,00","5.211,75",:,:,:,:,"11.316,08",:,"20.993,70","47,58",:,"119,94","1.321,40",:,"7,88","41.985,57","1,66","650,85","2.284,32","427,50",:,"41,12","18,59",:,"24,07","2.162,92"
2016-09,Tschechische Republik,:,"48,40",:,"4.947,44",:,"9,91","172,69","1.245,84",:,:,"4,27",:,"40.369,50","0,12","3.044,74","171,23",:,"34,96","1,37","2,96",:,"3.021,72","226,35","2.272,20","2.257,96","0,35",:,"83,50","267,32","48,97","0,05","609,71"
2016-09,Ungarn,:,:,:,"15,53",:,"55,79","314,34","376,37",:,:,"249,71",:,"8.592,24",:,:,"119,99",:,:,"2.556,99","65,66",:,"6.937,10",:,"662,03","102,12",:,:,"688,81","2,94","1,66",:,"72,38"
2016-09,Ver.Koenigr.,:,"462,86",:,"23.535,99","367,45","17,23","89,32","14.213,38",:,:,"348,56",:,"116.181,88","5,97","10.138,24","620,82",:,"121,83","465,68","121,27",:,"231.675,83","86,48","1.960,91","4.236,77","1.030,53",:,"6.936,17","50,41","434,14","3,98",:
2016-09,Zypern,:,:,:,"599,81",:,:,:,"1,19",:,:,"1.884,37",:,:,:,"199,55",:,:,:,"176,95",:,:,"108,36",:,"102,73","0,91",:,:,:,:,:,:,"122,99"
2016-10,Belgien,:,:,:,"2.204,01","0,75",:,"97,16","2.583,08",:,:,:,:,"130,16",:,"441,19",:,:,"1,72","3.080,37",:,:,"125.391,77",:,"18,67","248,57",:,:,"495,90","1,47","17,63","0,85","5.048,82"
2016-10,Bulgarien,:,:,:,"402,56","0,28",:,:,"595,58",:,:,"1.438,96",:,"2.790,13",:,:,"433,59",:,"0,92",:,:,:,"8.037,65","1,75","927,08","342,58",:,:,:,:,"0,48",:,"259,92"
2016-10,Daenemark,:,"83,59",:,"4.377,87",:,"2,00","1.384,64","58,51",:,:,"0,11",:,"81,65",:,"258,73","0,34",:,:,"7,80",:,:,"14.550,16","1,14","225,54","206,77","0,76",:,"57.218,52",:,"17,71",:,"1.897,43"
2016-10,Deutschland,:,"120,01",:,:,"3.332,69","687,99","31,09","6.211,04",:,:,"15,03",:,"22.930,24",:,"8.993,80","742,89",:,"233,61","12.118,12","156,60",:,"188.043,39","7,54","11.913,71","11.491,85","811,25",:,"14.413,91","471,58","3.293,53","3,47","13.929,01"
2016-10,Estland,:,:,:,"199,18","210,32",:,"339,98","7,71",:,:,"44,86",:,"3.362,94",:,"1,04","2.948,15",:,"1.076,12",:,"0,40",:,"0,41","300,99","116,79","221,85",:,:,"1.968,42",:,"152,96",:,"115,91"
2016-10,Finnland,:,"335,08",:,"6.996,14","32,98","390,23",:,"53,24",:,:,:,:,"11.993,63",:,:,:,:,"77,74",:,:,:,"10.118,49","3,66","1.045,71","18,02","95,19",:,"29.006,62",:,:,:,"232,04"
2016-10,Frankreich,:,"2.242,29",:,"57.094,72","98,39","189,20","76,17",:,:,"0,61","0,17",:,"36.468,20",:,"1.612,02","481,35",:,"0,12","36,87","128,01",:,"311.845,15","5,62","407,62","799,81","1.921,61",:,"515,83","106,44","1.023,26","4,05","3.575,17"
2016-10,Griechenland,:,"0,88",:,"3.495,24","9,28",:,"1,26","1.118,21",:,:,:,:,:,:,"669,93",:,:,:,"680,78",:,:,"20.052,55",:,"1.478,57","78,97",:,:,:,:,"0,54",:,"158,39"
2016-10,Irland,:,:,:,"61,78",:,:,:,"396,14",:,:,:,:,:,:,:,:,:,:,:,:,:,"13.419,05","0,94",:,"0,34",:,:,"250,29",:,"19,70","0,63","18.252,99"
2016-10,Italien,:,"235,79",:,"95.095,12","5,43","34,58","24,30","11.028,47",:,:,"0,56",:,"25.809,37",:,:,"731,64",:,:,"17.816,83","7.599,37",:,"94.169,35",:,"767,63","1.000,59","96,96",:,"12,97",:,"854,67",:,"7.237,48"
2016-10,Kroatia,:,:,:,"471,98","10,89",:,"0,30","57,76",:,:,:,:,"7,24",:,"42,61","7,55",:,:,:,:,:,"5.608,91",:,"865,76","198,41",:,:,"385,87",:,:,"0,09","44,75"
2016-10,Lettland,:,:,:,"740,25",:,"305,17","102,62","343,36",:,:,:,:,"790,56",:,"358,86",:,:,"5.503,83",:,"38,23",:,"1.044,90",:,"894,24","317,99","37,80",:,"616,35",:,"5,18",:,"847,37"
2016-10,Litauen,:,:,:,"1.223,07","26,81","684,90","204,45","195,72",:,:,"0,09",:,"3.050,67",:,"22,84","9.483,72",:,:,:,:,:,"17.363,88",:,"271,45","177,11","0,13",:,"2.031,51",:,"0,96","0,15","196,84"
2016-10,Luxemburg,:,"4.278,34",:,"1.708,12",:,:,"0,62","1.280,37",:,:,:,:,"8.357,58",:,"46,19",:,:,:,:,:,:,"2.330,02",:,"369,66","278,94","28,49",:,:,"0,28","1.154,95",:,"137,82"
2016-10,Malta,:,:,:,"120,50",:,:,:,"169,02",:,:,:,:,:,:,"475,55",:,:,:,:,:,:,"74,63",:,:,"63,15",:,:,:,"1,99","0,42","0,08","95,12"
2016-10,Niederlande,:,"30.756,07",:,"13.188,93","159,66",:,"20,94","3.223,85",:,:,"235,26",:,"151,97","227,84","3.127,31","975,28",:,"86,40","10,36",:,:,:,"595,29","1.201,30","1.431,02","127,02",:,"481,43","5.661,32","384,38","2.279,00","4.683,24"
2016-10,Oesterreich,:,:,:,"16.355,88","141,10",:,"0,85","1.252,47",:,:,"52,80",:,"16.758,71","0,51","420,92","448,14",:,:,"3,16",:,:,"14.665,17",:,:,"3.245,68","156,12",:,"2.033,95","3,93","133,07","34,58","195,69"
2016-10,Polen,:,"56,49",:,"73.784,24","22,86","22,29","28,52","4.535,50",:,:,:,:,"31,35",:,"646,79","580,88",:,"117,55","1,53",:,:,"4.459,10",:,"11.280,69",:,"14,09",:,"2,10","8,82","777,41","0,17","991,25"
2016-10,Portugal,:,"8,92",:,"3.030,33",:,:,:,"1.701,98",:,:,:,:,"10.112,06",:,"893,79","53,76",:,"16,59","1.175,99",:,:,"5.587,02",:,"7,64","43,94",:,:,"2,96","1,61","13.022,70",:,"690,58"
2016-10,Rumanien,:,:,:,"4.984,48",:,:,"19,68","1.440,83",:,:,:,:,"13,81",:,"1.197,65","56,25",:,"273,12",:,:,:,"15.209,49",:,"8.306,82","1.261,75","24,18",:,"1,42","7,35","8,40",:,"129,17"
2016-10,Schweden,:,"157,34",:,"85.250,36","8.522,83","0,58","1.009,44","383,13",:,:,:,:,"61.255,53","0,01","512,11","153,26",:,"181,37",:,:,:,"42.715,80","108,77",:,"206,78",:,:,:,"3,25","1,71","2,91","1.225,90"
2016-10,Slowakei,:,:,:,"21.364,38","0,01","16,68","41,58","802,97",:,:,:,:,"6.344,58",:,"3.986,93",:,:,:,:,:,:,"2.152,84",:,"289.756,09","2.441,55","86,78",:,"1.381,02","1,32","2.082,69",:,"1.836,39"
